NOMBRE_EVENTO,FECHA_EVENTO,COMUNIDAD,DIA_SEMANA,MES,SEMANA,NUM_INSCRITAS,NUM_PAGOS,NUM_ASISTENCIAS,TOTAL_RECAUDADO,EVENTO_GRATUITO,TIPO_EVENTO,COSTE_ESTIMADO,BENEFICIO_ESTIMADO
Dimecres Morning Run,2024-05-01,GIRONA,Wednesday,5,18,12,0,10,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
Els Dimecres Amb Sisterhood,2024-05-08,GIRONA,Wednesday,5,19,7,0,7,0.0,True,gratuito,0,0.0
