url,fecha,tipo,texto,hashtags,likes,comentarios
https://www.instagram.com/coolgirlsrun.co/p/DJsWg_KuC4U/,2025-05-15T23:40:34.000Z,imagen,,,231 Me gusta,3
https://www.instagram.com/coolgirlsrun.co/p/DJmhvOJuXBH/,2025-05-13T17:23:11.000Z,imagen,,,163 Me gusta,2
https://www.instagram.com/coolgirlsrun.co/p/DG8yNo7OJFT/,2025-03-08T19:16:16.000Z,imagen,,,237 Me gusta,17
https://www.instagram.com/coolgirlsrun.co/p/DI2nIXQO4zv/,2025-04-25T02:46:46.000Z,imagen,,,161 Me gusta,0
https://www.instagram.com/portacafe/p/DIJrNptOluK/,2025-04-07T15:56:37.000Z,imagen,,,159 Me gusta,6
https://www.instagram.com/coolgirlsrun.co/p/DHUYnFQu70T/,2025-03-17T23:14:19.000Z,imagen,,,81 Me gusta,0
https://www.instagram.com/coolgirlsrun.co/p/DH7PjrCOYNA/,2025-04-02T01:25:35.000Z,imagen,,,155 Me gusta,17
https://www.instagram.com/coolgirlsrun.co/p/DHO456dO5uz/,2025-03-15T20:01:04.000Z,video,,,68 Me gusta,0
https://www.instagram.com/coolgirlsrun.co/p/DG1M3pYhNEp/,2025-03-05T20:35:16.000Z,imagen,,,173 Me gusta,4
https://www.instagram.com/coolgirlsrun.co/p/DIcjyuFuHPn/,2025-04-14T23:57:51.000Z,imagen,,,184 Me gusta,7
