url,fecha,tipo,texto,hashtags,likes,comentarios
https://www.instagram.com/narinant.socialrun/p/DDFs9pGNU2i/,2024-12-02T20:17:58.000Z,imagen,,,66 Me gusta,2
https://www.instagram.com/narinant.socialrun/p/DGodSNDtk3x/,2025-02-28T21:50:32.000Z,imagen,,,22 Me gusta,0
https://www.instagram.com/narinant.socialrun/p/DEQXSGIt1_k/,2024-12-31T20:11:34.000Z,video,,,51 Me gusta,4
https://www.instagram.com/narinant.socialrun/p/DJFHHT1tlRs/,2025-04-30T17:55:37.000Z,imagen,,,18 Me gusta,0
https://www.instagram.com/narinant.socialrun/p/DGjFAPjtcjj/,2025-02-26T20:27:40.000Z,imagen,,,80 Me gusta,3
https://www.instagram.com/narinant.socialrun/p/DJt2eYrNxcw/,2025-05-16T13:39:04.000Z,imagen,,,66 Me gusta,1
https://www.instagram.com/narinant.socialrun/p/DEQBp_BtXU9/,2024-12-31T17:02:35.000Z,imagen,,,32 Me gusta,0
https://www.instagram.com/narinant.socialrun/p/DEiSBzBN8rs/,2025-01-20T19:45:56.000Z,imagen,,,159 Me gusta,12
https://www.instagram.com/narinant.socialrun/p/DD_uKBdt5Yn/,2024-12-25T09:04:21.000Z,video,,,47 Me gusta,0
https://www.instagram.com/narinant.socialrun/p/DDhwmqONYWx/,2024-12-15T21:00:27.000Z,imagen,,,93 Me gusta,0
